Ticker,Composite_Grade,Valuation_Rank,Quality_Rank,Floor Tier,Status,Close Price,FCF_Yield,EV_EBITDA,NetDebt_EBITDA,Op_Margin,ROA,Sector
BSX,46.2,33.7,58.7,🟢🟢 Deep Floor,Confirmed (Previous),48.3,0.038557153992562376,13.291,2.12,0.22895999,0.06191,Healthcare
STE,44.2,33.7,54.8,⚪ Standard (< 0),Confirmed (Previous),231.93,0.038964488082989544,13.459,0.95,0.19153,0.06797,Healthcare
GEHC,43.8,53.8,33.7,⚪ Standard (< 0),Confirmed (Previous),71.23,0.05435902535293359,10.477,2.36,0.14976,0.05131,Healthcare
OPCH,43.2,62.5,24.0,⚪ Standard (< 0),Confirmed (Previous),23.45,0.07268565718031147,11.341,2.64,0.05903,0.061690003,Healthcare
WMG,40.4,29.8,51.0,⚪ Standard (< 0),Live (Unfinished),29.05,0.025154085120565297,11.8,2.57,0.16738,0.07651,Communication Services
PEGA,40.0,46.2,33.7,⚪ Standard (< 0),Live (Unfinished),37.63,0.08201684134282514,28.119,0.0,0.046040002,0.0907,Technology
DIS,39.0,33.7,44.2,⚪ Standard (< 0),Confirmed (Previous),107.55,0.026450442714985704,11.039,1.95,0.19301,0.048070002,Communication Services
KAI,38.0,26.9,49.0,⚪ Standard (< 0),Confirmed (Previous),299.14,0.03371576531859214,14.648,1.56,0.16839,0.06787,Industrials
DLB,37.5,43.3,31.7,🟢🟢 Deep Floor,Confirmed (Previous),61.56,0.058693828025152966,14.211,0.0,0.12548,0.05152,Industrials
ALG,36.6,48.1,25.0,⚪ Standard (< 0),Live (Unfinished),169.47,0.04428592745216508,10.466,0.41,0.10153,0.05638,Industrials
TSCO,32.6,24.0,41.3,🟢🟢 Deep Floor,Confirmed (Previous),34.9,0.005995076929171142,12.179,3.27,0.120740004,0.07824,Consumer Cyclical
TRMB,32.2,30.8,33.7,⚪ Standard (< 0),Live (Unfinished),58.8,0.0500456771635766,16.993,1.41,0.15134,0.04804,Technology
UFPI,27.4,41.3,13.5,🟢 Oversold Floor,Confirmed (Previous),84.16,0.02593382579857478,9.052,0.0,0.05508,0.04756,Basic Materials
LNN,26.0,29.8,22.1,⚪ Standard (< 0),Live (Unfinished),118.81,0.034233830238427784,14.135,0.0,0.115159996,0.04664,Industrials
CHWY,24.5,28.8,20.2,🟢 Oversold Floor,Confirmed (Previous),23.8,0.05272789736192676,20.966,1.27,0.024619998,0.06079,Consumer Cyclical
GWRE,19.2,9.6,28.8,⚪ Standard (< 0),Confirmed (Previous),204.75,0.028101073142897982,74.314,0.0,0.15159,0.03536,Technology
ARLO,11.5,20.2,2.9,⚪ Standard (< 0),Confirmed (Previous),13.15,0.044338326065291325,91.177,0.0,-0.035550002,0.0136899995,Industrials
CSGP,11.0,14.4,7.7,🟢🟢 Deep Floor,Confirmed (Previous),32.07,0.03227235311390263,32.208,0.0,0.082159996,0.00466,Real Estate
FRPT,11.0,12.5,9.6,⚪ Standard (< 0),Confirmed (Previous),69.86,0.006397496088318437,16.289,0.74,0.07113,0.03486,Consumer Defensive
