Ticker,Composite_Grade,Valuation_Rank,Quality_Rank,Floor Tier,Status,Close Price,FCF_Yield,EV_EBITDA,NetDebt_EBITDA,Op_Margin,ROA,Sector
ADSK,63.4,38.9,88.0,⚪ Standard (< 0),Confirmed (Previous),258.53,0.06599246895150361,20.733,0.0,0.29228002,0.11472999,Technology
INFY,62.5,41.7,83.3,🟢🟢 Deep Floor,Confirmed (Previous),12.06,0.06737741460214505,20.483,0.0,0.21173,0.15297,Technology
TMUS,61.6,63.9,59.3,🟢 Oversold Floor,Live (Unfinished),182.9,0.0577802391013569,9.13,3.42,0.2522,0.05973,Communication Services
INTU,61.6,54.6,68.5,🟢🟢 Deep Floor,Confirmed (Previous),359.3,0.07010271241508986,13.411,0.18,0.17638999,0.1047,Technology
EPAM,61.6,85.2,38.0,🟢🟢 Deep Floor,Confirmed (Previous),117.83,0.10195861479616847,7.619,0.0,0.10936,0.08453,Technology
INGR,60.6,79.6,41.7,🟢🟢 Deep Floor,Confirmed (Previous),103.46,0.07351285613837763,6.11,0.72,0.12595001,0.07334,Consumer Defensive
BEKE,58.8,99.1,18.5,⚪ Standard (< 0),Confirmed (Previous),17.19,0.236229035639413,-2.382,0.0,0.12332,0.02567,Real Estate
SNY,57.0,67.6,46.3,🟢 Oversold Floor,Confirmed (Previous),44.36,0.06066960532924893,8.965,1.27,0.21033001,0.05093,Healthcare
OTIS,57.0,46.3,67.6,🟢🟢 Deep Floor,Confirmed (Previous),71.13,0.05376117501188421,13.274,3.04,0.15133001,0.14249,Industrials
BAH,56.9,73.1,40.7,🟢 Oversold Floor,Confirmed (Previous),75.65,0.0904684893624783,10.467,2.88,0.09964,0.09193,Industrials
RMD,56.0,21.3,90.7,⚪ Standard (< 0),Confirmed (Previous),240.1,0.02919928674552681,15.041,0.0,0.30857,0.14002,Healthcare
CPRT,56.0,28.7,83.3,🟢🟢 Deep Floor,Confirmed (Previous),32.99,0.030130779878398597,13.3,0.0,0.32011002,0.10268,Industrials
LDOS,55.6,67.6,43.5,⚪ Standard (< 0),Live (Unfinished),132.83,0.06878733579437891,9.467,2.45,0.11715999,0.089099996,Technology
META,55.6,15.7,95.4,⚪ Standard (< 0),Live (Unfinished),665.6,0.012711353377027607,15.664,0.2,0.34827,0.14591,Communication Services
DOCS,54.6,31.5,77.8,⚪ Standard (< 0),Confirmed (Previous),26.71,0.05095841532580695,19.317,0.0,0.21539,0.10949001,Healthcare
TAP,53.7,89.8,17.6,🟢 Oversold Floor,Confirmed (Previous),39.76,0.12833624526408688,5.903,2.56,0.11297,0.03793,Consumer Defensive
OLED,51.8,34.3,69.4,🟢🟢 Deep Floor,Confirmed (Previous),83.17,0.0317540575004701,11.93,0.0,0.35257998,0.06767,Technology
JKHY,51.4,21.3,81.5,⚪ Standard (< 0),Confirmed (Previous),167.3,0.030529845168444765,16.523,0.09,0.22503,0.12989001,Technology
UHS,51.0,63.9,38.0,⚪ Standard (< 0),Confirmed (Previous),170.13,0.04880316523084887,5.733,1.9,0.1114,0.08321,Healthcare
MZTI,48.6,50.9,46.3,🟢🟢 Deep Floor,Confirmed (Previous),111.58,0.04726557918845573,9.954,0.75,0.10899,0.10298,Consumer Defensive
SAP,47.2,14.8,79.6,⚪ Standard (< 0),Confirmed (Previous),220.89,0.03608253837829823,301.637,0.0,0.2762,0.0954,Technology
BSX,45.8,33.3,58.3,🟢🟢 Deep Floor,Confirmed (Previous),48.3,0.03754722103125324,13.59,2.12,0.22895999,0.06191,Healthcare
GEHC,44.4,55.6,33.3,⚪ Standard (< 0),Confirmed (Previous),71.23,0.05420673541734943,10.5,2.36,0.14976,0.05131,Healthcare
STE,43.5,33.3,53.7,⚪ Standard (< 0),Confirmed (Previous),231.93,0.03834808557745944,13.66,0.95,0.19153,0.06797,Healthcare
OPCH,43.0,63.0,23.1,⚪ Standard (< 0),Confirmed (Previous),23.45,0.07126163821563698,11.515,2.64,0.05903,0.061690003,Healthcare
WMG,39.8,28.7,50.9,⚪ Standard (< 0),Live (Unfinished),29.25,0.024986361923427305,11.861,2.57,0.16738,0.07651,Communication Services
PEGA,39.8,46.3,33.3,⚪ Standard (< 0),Live (Unfinished),38.71,0.07972859504326378,28.966,0.0,0.046040002,0.0907,Technology
DIS,38.0,32.4,43.5,⚪ Standard (< 0),Confirmed (Previous),107.55,0.025921872908319606,11.218,1.95,0.19301,0.048070002,Communication Services
KAI,37.5,26.9,48.1,⚪ Standard (< 0),Confirmed (Previous),299.14,0.03349629417281449,14.733,1.56,0.16839,0.06787,Industrials
DLB,36.6,42.6,30.6,🟢🟢 Deep Floor,Confirmed (Previous),61.56,0.05722435247707977,14.621,0.0,0.12548,0.05152,Industrials
ALG,36.6,49.1,24.1,⚪ Standard (< 0),Live (Unfinished),168.46,0.04455144176611855,10.406,0.41,0.10153,0.05638,Industrials
UBER,34.2,25.9,42.6,⚪ Standard (< 0),Live (Unfinished),72.63,0.04883514768955347,21.244,1.25,0.13317999,0.06877,Technology
TRMB,32.4,31.5,33.3,⚪ Standard (< 0),Live (Unfinished),58.74,0.05009679304537446,16.977,1.41,0.15134,0.04804,Technology
TSCO,32.4,24.1,40.7,🟢🟢 Deep Floor,Confirmed (Previous),34.9,0.005853306963045628,12.395,3.27,0.120740004,0.07824,Consumer Cyclical
UFPI,28.2,43.5,13.0,🟢 Oversold Floor,Confirmed (Previous),84.16,0.02637549940137128,8.893,0.0,0.05508,0.04756,Basic Materials
LNN,25.5,29.6,21.3,⚪ Standard (< 0),Live (Unfinished),118.34,0.03436979402224252,14.079,0.0,0.115159996,0.04664,Industrials
CHWY,25.0,30.6,19.4,🟢 Oversold Floor,Confirmed (Previous),23.8,0.05233274769477161,21.115,1.27,0.024619998,0.06079,Consumer Cyclical
GWRE,19.0,9.3,28.7,⚪ Standard (< 0),Confirmed (Previous),204.75,0.026929322372808543,76.381,0.0,0.15159,0.03536,Technology
FRPT,11.2,13.0,9.3,⚪ Standard (< 0),Confirmed (Previous),69.86,0.006289148966268691,16.557,0.74,0.07113,0.03486,Consumer Defensive
CSGP,11.1,14.8,7.4,🟢🟢 Deep Floor,Confirmed (Previous),32.07,0.03231330520716434,32.167,0.0,0.082159996,0.00466,Real Estate
ARLO,10.6,18.5,2.8,⚪ Standard (< 0),Confirmed (Previous),13.15,0.04356498677867265,92.962,0.0,-0.035550002,0.0136899995,Industrials
