Ticker,Composite_Grade,Valuation_Rank,Quality_Rank,Floor Tier,Status,Close Price,FCF_Yield,EV_EBITDA,NetDebt_EBITDA,Op_Margin,ROA,Sector
BSX,45.9,34.7,57.1,🟢🟢 Deep Floor,Confirmed (Previous),48.3,0.03763493686303047,13.481,2.12,0.22895999,0.06191,Healthcare
GEHC,43.9,54.1,33.7,⚪ Standard (< 0),Confirmed (Previous),71.23,0.05310738948996603,10.731,2.36,0.14976,0.05131,Healthcare
OPCH,42.3,62.2,22.4,⚪ Standard (< 0),Confirmed (Previous),23.45,0.07403926942018266,11.275,2.64,0.05903,0.061690003,Healthcare
PEGA,39.8,46.9,32.7,⚪ Standard (< 0),Live (Unfinished),34.57,0.08923793652453081,26.199,0.0,0.046040002,0.0907,Technology
DIS,39.3,34.7,43.9,⚪ Standard (< 0),Confirmed (Previous),107.55,0.026869569431122294,10.796,1.95,0.19301,0.048070002,Communication Services
DLB,38.8,45.9,31.6,🟢🟢 Deep Floor,Confirmed (Previous),61.56,0.06138900930993327,13.596,0.0,0.12548,0.05152,Industrials
KAI,35.2,22.4,48.0,⚪ Standard (< 0),Confirmed (Previous),299.14,0.032806532040745295,15.276,1.56,0.16839,0.06787,Industrials
TRMB,33.2,32.7,33.7,⚪ Standard (< 0),Live (Unfinished),58.24,0.050544240869862145,17.131,1.41,0.15134,0.04804,Technology
TSCO,32.6,25.5,39.8,🟢🟢 Deep Floor,Confirmed (Previous),34.9,0.006250548533720802,11.979,3.27,0.120740004,0.07824,Consumer Cyclical
UFPI,27.6,41.8,13.3,🟢 Oversold Floor,Confirmed (Previous),84.16,0.026983228093082515,8.98,0.0,0.05508,0.04756,Basic Materials
CHWY,27.0,35.7,18.4,🟢 Oversold Floor,Confirmed (Previous),23.8,0.059116623310413695,18.512,1.27,0.024619998,0.06079,Consumer Cyclical
LNN,26.0,30.6,21.4,⚪ Standard (< 0),Live (Unfinished),113.14,0.03604663137221654,13.777,0.0,0.115159996,0.04664,Industrials
OLLI,24.5,20.4,28.6,🟢 Oversold Floor,Live (Unfinished),83.29,0.0241500299836866,14.597,1.44,0.10815,0.067379996,Consumer Defensive
GWRE,19.9,10.2,29.6,⚪ Standard (< 0),Confirmed (Previous),204.75,0.027350623221401277,76.326,0.0,0.15159,0.03536,Technology
CSGP,13.3,18.4,8.2,🟢🟢 Deep Floor,Confirmed (Previous),32.07,0.03686933641252214,28.814,0.0,0.082159996,0.00466,Real Estate
FRPT,12.2,14.3,10.2,⚪ Standard (< 0),Confirmed (Previous),69.86,0.00687451213177448,15.426,0.74,0.07113,0.03486,Consumer Defensive
ARLO,11.8,20.4,3.1,⚪ Standard (< 0),Confirmed (Previous),13.15,0.04386316843452726,92.357,0.0,-0.035550002,0.0136899995,Industrials
