Ticker,Composite_Grade,Valuation_Rank,Quality_Rank,Floor Tier,Status,Close Price,FCF_Yield,EV_EBITDA,NetDebt_EBITDA,Op_Margin,ROA,Sector
BHF,51.5,52.0,51.0,🟢 Strong Green (< -60),Live Strong Dot (Today),49.4,6.9970523345108795,100.0,999.0,0.77778,0.0033399998,Financial Services
AYI,51.5,53.0,50.0,🟢 Strong Green (< -60),Live Strong Dot (Today),299.54,0.05211112980149103,12.467,0.53,0.16052,0.07834,Industrials
AVGO,51.5,11.0,92.0,🟢 Strong Green (< -60),Live Strong Dot (Today),347.3,0.01845517737964253,32.402,0.68,0.54307,0.15369001,Technology
ATMU,50.0,36.0,64.0,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),44.27,0.028792003712964826,12.868,2.33,0.16973,0.11843,Consumer Cyclical
AWI,49.0,30.0,68.0,🟢 Strong Green (< -60),Live Strong Dot (Today),159.89,0.032678972610581274,16.156,1.12,0.21568,0.10623,Industrials
FUL,48.8,75.0,22.5,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),50.83,0.08091990387006635,7.939,3.46,0.13299,0.05047,Basic Materials
FELE,48.0,44.0,52.0,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),96.1,0.0351303437453559,12.648,0.6,0.15447,0.08597,Industrials
MPWR,47.0,8.0,86.0,🟢 Strong Green (< -60),Live Strong Dot (Today),1169.58,0.007730373599044781,56.066,0.0,0.30989,0.13573,Technology
TT,45.0,23.0,67.0,🟢 Strong Green (< -60),Live Strong Dot (Today),423.33,0.03351521158058854,22.39,0.77,0.19251,0.110010006,Industrials
LECO,45.0,22.0,68.0,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),255.3,0.02192158624913896,16.912,1.08,0.18243,0.12975,Industrials
GVA,44.5,75.0,14.0,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),115.8,0.18733930337023363,11.928,1.41,0.08996,0.047280002,Industrials
EMN,43.0,70.0,16.0,🟢 Strong Green (< -60),Live Strong Dot (Today),66.24,0.07191672277621125,8.92,3.43,0.12893,0.03549,Basic Materials
KAI,41.0,36.0,46.0,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),270.0,0.03351886502476247,14.725,1.56,0.16839,0.06787,Industrials
FLS,40.0,43.0,37.0,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),72.31,0.04569750349861967,15.384,2.21,0.13919,0.06471,Industrials
ITRI,39.0,57.0,21.0,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),92.14,0.07379281056201746,13.5,2.37,0.13455,0.049879998,Technology
CSW,38.0,16.0,60.0,🟢 Strong Green (< -60),Live Strong Dot (Today),288.66,0.015440134894171514,19.497,3.06,0.22886999,0.06889,Industrials
IR,36.5,37.0,36.0,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),71.44,0.03928688869580519,15.873,1.85,0.16882999,0.051020004,Industrials
SPXC,35.5,22.0,49.0,🟢 Strong Green (< -60),Live Strong Dot (Today),179.7,0.026001538799617405,18.108,0.86,0.17673,0.06755,Industrials
USFD,31.0,42.0,20.0,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),92.51,0.04038337569131545,14.182,3.0,0.04197,0.05826,Consumer Defensive
SBUX,30.0,18.0,42.0,🟢 Strong Green (< -60),Live Strong Dot (Today),96.67,0.027816986396396477,22.873,3.34,0.12919,0.08022001,Consumer Cyclical
GE,28.0,13.0,43.0,🟢 Strong Green (< -60),Live Strong Dot (Today),313.47,0.020275886800613478,29.239,0.9,0.20571,0.05065,Industrials
AMZN,27.5,18.0,37.0,🟢 Strong Green (< -60),Live Strong Dot (Today),251.19,0.0011881259369018848,16.802,0.76,0.13689,0.06589,Consumer Cyclical
WAFD,27.2,3.5,51.0,🟢 Strong Green (< -60),Live Strong Dot (Today),32.54,0.0,100.0,999.0,0.46126997,0.00944,Financial Services
APG,26.0,35.0,17.0,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),36.76,0.04055363475875428,17.579,2.77,0.090509996,0.05011,Industrials
BKU,25.8,3.5,48.0,🟢 Strong Green (< -60),Live Strong Dot (Today),44.75,0.0,100.0,999.0,0.37060001,0.00778,Financial Services
SUPN,15.0,27.0,3.0,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),41.38,0.033858212850687706,19.586,0.0,-0.02485,0.0038800002,Healthcare
