Ticker,Composite_Grade,Valuation_Rank,Quality_Rank,Floor Tier,Status,Close Price,FCF_Yield,EV_EBITDA,NetDebt_EBITDA,Op_Margin,ROA,Sector
BRC,61.3,50.5,72.1,🟢 Strong Green (< -60),Live Strong Dot (Today),86.44,0.041112648203622496,11.482,0.0,0.19734,0.10428,Industrials
CENT,60.8,85.3,36.3,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),40.19,0.13632757761558925,8.639,1.22,0.14262,0.043080002,Consumer Defensive
HAYW,60.4,64.7,56.1,🟢 Strong Green (< -60),Live Strong Dot (Today),12.87,0.06011264109529078,10.662,1.72,0.24106,0.05047,Industrials
OTIS,60.0,51.1,68.9,🟢 Strong Green (< -60),Live Strong Dot (Today),70.18,0.05376117501188421,13.274,3.04,0.15133001,0.14249,Industrials
EXPE,59.5,67.9,51.1,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),280.83,0.0994043162674349,11.894,0.0,0.1898,0.061079998,Consumer Cyclical
CCK,59.4,76.8,42.1,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),112.64,0.06986708922009086,8.603,2.66,0.12595001,0.070989996,Consumer Cyclical
TAP,59.2,92.6,25.8,🟢 Strong Green (< -60),Live Strong Dot (Today),39.08,0.12833624526408688,5.903,2.56,0.11297,0.03793,Consumer Defensive
FUL,58.8,81.1,36.6,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),51.6,0.08003084836361551,7.989,3.46,0.13299,0.05047,Basic Materials
ZWS,58.2,37.9,78.4,🟢 Strong Green (< -60),Live Strong Dot (Today),46.09,0.0422091144147803,16.792,0.4,0.31365,0.08741,Industrials
ITW,57.6,26.3,88.9,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),268.16,0.0317530353315349,17.786,1.84,0.26900998,0.16924,Industrials
KVUE,57.4,55.8,58.9,🟢 Strong Green (< -60),Live Strong Dot (Today),17.91,0.055448882237061826,12.038,2.16,0.19418,0.06992,Consumer Defensive
COCO,56.8,21.6,92.1,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),52.01,0.03284816889967401,21.185,0.0,0.29209998,0.16974,Consumer Defensive
MZTI,56.6,62.1,51.1,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),104.05,0.04726557918845573,9.954,0.75,0.10899,0.10298,Consumer Defensive
LOW,56.0,50.5,61.6,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),196.82,0.04151111364896452,11.787,3.05,0.13365,0.12519,Consumer Cyclical
MTD,55.8,16.3,95.3,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),1293.52,0.02692296570383982,21.829,1.64,0.312,0.21098,Healthcare
CCL,55.8,76.3,35.3,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),22.75,0.061469870239292144,7.511,3.28,0.12787,0.05367,Consumer Cyclical
IDXX,55.6,13.2,97.9,🟢 Strong Green (< -60),Live Strong Dot (Today),509.56,0.022652824706067214,25.309,0.55,0.3498,0.27085,Healthcare
FNF,55.5,96.8,14.2,🟢 Strong Green (< -60),Live Strong Dot (Today),44.29,0.30215914600378074,5.812,0.32,0.10666,0.012309999,Financial Services
SFM,55.2,64.7,45.8,🟢 Strong Green (< -60),Live Strong Dot (Today),75.09,0.05694115241548702,10.547,2.23,0.074889995,0.103199996,Consumer Defensive
KMB,55.0,42.1,67.9,🟢 Strong Green (< -60),Live Strong Dot (Today),99.09,0.028557659155796805,11.107,1.6,0.19002001,0.10195,Consumer Defensive
EXP,54.8,37.4,72.1,🟢 Strong Green (< -60),Live Strong Dot (Today),182.67,0.004511184631950024,10.165,2.22,0.21666999,0.09233,Basic Materials
PSA,54.2,34.2,74.2,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),296.5,0.042289899927469045,19.276,2.89,0.45703998,0.06985,Real Estate
DHI,54.2,65.3,43.2,🟢 Strong Green (< -60),Live Strong Dot (Today),139.41,0.06190573287461289,10.827,1.24,0.1299,0.06884,Consumer Cyclical
SYK,52.9,34.7,71.1,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),275.56,0.03799214685808404,16.281,1.62,0.27015,0.08162,Healthcare
PVH,52.9,92.1,13.7,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),70.64,0.1572796025077415,7.14,3.48,0.05336,0.037049998,Consumer Cyclical
GEHC,51.6,62.6,40.5,🟢 Strong Green (< -60),Live Strong Dot (Today),64.25,0.05420673541734943,10.5,2.36,0.14976,0.05131,Healthcare
CRH,51.4,51.1,51.6,🟢 Strong Green (< -60),Live Strong Dot (Today),88.98,0.03410856148004801,10.021,2.17,0.19022,0.06061,Basic Materials
BSX,50.6,41.1,60.0,🟢 Strong Green (< -60),Live Strong Dot (Today),45.05,0.03754722103125324,13.59,2.12,0.22895999,0.06191,Healthcare
GVA,50.2,74.7,25.8,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),118.92,0.18868199422170853,11.853,1.41,0.08996,0.047280002,Industrials
STE,48.4,41.1,55.8,🟢 Strong Green (< -60),Live Strong Dot (Today),213.66,0.03834808557745944,13.66,0.95,0.19153,0.06797,Healthcare
ORLY,47.7,17.4,77.9,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),85.82,0.022261737745215567,19.158,2.24,0.2015,0.13670999,Consumer Cyclical
HD,47.1,35.8,58.4,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),308.74,0.03470115575344786,15.062,2.48,0.12858,0.121379994,Consumer Cyclical
RPM,46.8,41.6,52.1,🟢 Strong Green (< -60),Live Strong Dot (Today),100.81,0.03731398918471469,12.958,2.2,0.15307,0.07626,Basic Materials
ROL,46.8,20.0,73.7,🟢 Strong Green (< -60),Live Strong Dot (Today),35.31,0.02953265380572429,20.803,1.16,0.18799,0.14061,Consumer Cyclical
PHG,46.8,60.5,33.2,🟢 Strong Green (< -60),Live Strong Dot (Today),25.08,0.06231163846816804,12.508,2.35,0.13991,0.040689997,Healthcare
HWM,46.3,6.8,85.8,🟢 Strong Green (< -60),Live Strong Dot (Today),227.13,0.013136211687513001,33.887,1.47,0.28504,0.12815,Industrials
VSXY,45.8,60.0,31.6,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),75.65,0.05659636260785016,11.406,3.23,0.07821,0.06521,Consumer Cyclical
IP,45.5,86.8,4.2,🟢 Strong Green (< -60),Live Strong Dot (Today),34.25,0.09077743048702329,6.943,2.33,0.02298,0.01591,Consumer Cyclical
CHD,45.3,35.3,55.3,🟢 Strong Green (< -60),Live Strong Dot (Today),94.58,0.04186642062242012,18.164,1.6,0.18065001,0.07873,Consumer Defensive
SHW,43.4,22.6,64.2,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),323.31,0.03181259216972884,19.76,3.13,0.18124,0.09516,Basic Materials
CVCO,43.4,38.9,47.9,🟢 Strong Green (< -60),Live Strong Dot (Today),535.67,0.03978631721528949,15.42,0.0,0.09846,0.09636,Consumer Cyclical
FTV,43.2,47.4,38.9,🟢 Strong Green (< -60),Live Strong Dot (Today),55.19,0.056341159080818576,16.119,2.61,0.19137,0.03295,Technology
BC,42.9,70.5,15.3,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),70.72,0.08054372798530451,10.852,3.32,0.06804,0.033800002,Consumer Cyclical
TJX,42.4,27.4,57.4,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),126.02,0.03173577403639207,16.5,0.93,0.10909,0.13543001,Consumer Cyclical
VMC,41.3,26.3,56.3,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),252.74,0.025985181855051543,15.911,2.03,0.21611,0.06044,Basic Materials
BCPC,40.8,16.3,65.3,🟢 Strong Green (< -60),Live Strong Dot (Today),166.83,0.025355806330122597,20.124,0.38,0.20853001,0.08234999,Basic Materials
SW,40.2,70.0,10.5,🟢 Strong Green (< -60),Live Strong Dot (Today),43.75,0.05294607737354817,7.961,2.95,0.05466,0.02621,Consumer Cyclical
ATR,39.8,43.2,36.3,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),124.84,0.03349050643520059,11.526,1.52,0.12494001,0.06141,Healthcare
MTH,39.4,62.1,16.8,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),64.22,0.06950513659464674,12.278,2.53,0.08185001,0.03346,Consumer Cyclical
SKY,39.0,43.2,34.7,🟢 Strong Green (< -60),Live Strong Dot (Today),83.76,0.040520968247245374,13.607,0.0,0.08486,0.06903,Consumer Cyclical
CSW,37.6,13.2,62.1,🟢 Strong Green (< -60),Live Strong Dot (Today),293.13,0.015204684729544593,19.75,3.06,0.22886999,0.06889,Industrials
BOOT,36.0,26.3,45.8,🟢 Strong Green (< -60),Live Strong Dot (Today),142.84,0.00293165310845144,12.855,1.72,0.12776,0.08156,Consumer Cyclical
JJSF,35.5,48.4,22.6,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),83.29,0.036999868450617326,10.829,0.83,0.10827,0.03621,Consumer Defensive
UFPI,34.2,47.9,20.5,🟢 Strong Green (< -60),Live Strong Dot (Today),81.03,0.02637549940137128,8.893,0.0,0.05508,0.04756,Basic Materials
THO,33.6,60.5,6.8,🟢 Strong Green (< -60),Live Strong Dot (Today),73.48,0.03875740082062131,8.34,1.04,0.03452,0.02232,Consumer Cyclical
MLM,33.4,17.9,48.9,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),509.96,0.01667953561818749,17.085,2.93,0.20185,0.045679998,Basic Materials
TXRH,30.0,17.9,42.1,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),181.22,0.019841285136335263,18.138,1.25,0.08509,0.08718,Consumer Cyclical
RTX,29.5,29.5,29.5,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),197.68,0.03752786457474396,18.596,1.92,0.12696,0.04212,Industrials
CASY,28.4,23.2,33.7,🟢 Strong Green (< -60),Live Strong Dot (Today),621.61,0.021906900537868524,16.199,1.51,0.065,0.07912,Consumer Cyclical
PINS,27.6,46.3,8.9,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),19.05,0.10729735101946772,34.978,0.0,-0.03464,0.03513,Communication Services
PRK,27.1,1.6,52.6,🟢 Strong Green (< -60),Live Strong Dot (Today),187.58,0.0,100.0,999.0,0.46613997,0.01682,Financial Services
ICUI,26.8,41.6,12.1,🟢 Strong Green (< -60),Live Strong Dot (Today),157.6,0.04150091299372171,15.104,3.02,0.075279996,0.01932,Healthcare
FBK,26.0,1.6,50.5,🟢 Strong Green (< -60),Live Strong Dot (Today),55.16,0.0,100.0,999.0,0.45556,0.013040001,Financial Services
COST,21.3,8.9,33.7,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),904.77,0.017065235133701902,29.433,0.0,0.036730003,0.086660005,Consumer Defensive
FND,20.8,31.1,10.5,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),47.34,0.027352847113218327,13.91,3.45,0.054380003,0.027420001,Consumer Cyclical
LYV,20.0,29.5,10.5,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),170.15,0.04242856301032463,28.307,1.43,0.06696,0.02101,Communication Services
PEN,19.8,5.3,34.2,🟢 Strong Green (< -60),Live Strong Dot (Today),319.86,0.012786637353521986,59.491,0.0,0.105220005,0.064169995,Healthcare
BROS,18.4,7.4,29.5,🟢 Strong Green (< -60),Live Strong Dot (Today),44.05,0.00022257024071786971,22.329,2.91,0.12876001,0.03788,Consumer Cyclical
CALX,17.9,16.3,19.5,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),35.24,0.02809742557479236,25.372,0.0,0.074489996,0.04081,Technology
UNF,16.1,21.1,11.1,🟢 Strong Green (< -60),Live Strong Dot (Today),270.07,0.020202477883537226,16.396,0.0,0.044499997,0.03348,Industrials
SUPN,14.5,27.4,1.6,🟢 Strong Green (< -60),Live Strong Dot (Today),41.49,0.03505897854063504,18.833,0.0,-0.02485,0.0038800002,Healthcare
VCEL,9.4,12.6,6.3,🟢 Strong Green (< -60),Live Strong Dot (Today),39.6,0.02739193812150274,62.864,0.0,0.0056,0.02429,Healthcare
